division,date,unemployment
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2004-09-01,48.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2004-10-01,47.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2004-11-01,47.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2004-12-01,46.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-01-01,46.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-02-01,46.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-03-01,46.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-04-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-05-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-06-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-07-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-08-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-09-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-10-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-11-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2005-12-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-01-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-02-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-03-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-04-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-05-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-06-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-07-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-08-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-09-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-10-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-11-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2006-12-01,43.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-01-01,43.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-02-01,42.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-03-01,42.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-04-01,42.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-05-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-06-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-07-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-08-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-09-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-10-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-11-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2007-12-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-01-01,41.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-02-01,42.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-03-01,43.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-04-01,44.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-05-01,45.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-06-01,47.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-07-01,49.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-08-01,51.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-09-01,53.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-10-01,55.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-11-01,58.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2008-12-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-01-01,65.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-02-01,68.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-03-01,71.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-04-01,73.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-05-01,75.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-06-01,77.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-07-01,78.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-08-01,79.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-09-01,80.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-10-01,80.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-11-01,80.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2009-12-01,80.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-01-01,80.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-02-01,79.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-03-01,79.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-04-01,78.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-05-01,76.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-06-01,75.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-07-01,74.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-08-01,73.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-09-01,73.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-10-01,72.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-11-01,72.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2010-12-01,71.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-01-01,69.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-02-01,68.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-03-01,68.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-04-01,67.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-05-01,66.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-06-01,66.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-07-01,66.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-08-01,65.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-09-01,65.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-10-01,64.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-11-01,63.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2011-12-01,62.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-01-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-02-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-03-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-04-01,60.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-05-01,60.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-06-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-07-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-08-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-09-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-10-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-11-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2012-12-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-01-01,61.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-02-01,59.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-03-01,59.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-04-01,59.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-05-01,60.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-06-01,63.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-07-01,63.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-08-01,63.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-09-01,62.0
"Boston-Cambridge-Quincy, MA-NH Met NECTA",2013-10-01,63.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-01-01,30.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-02-01,30.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-03-01,29.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-04-01,29.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-05-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-06-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-07-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-08-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-09-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-10-01,28.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-11-01,29.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2000-12-01,29.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-01-01,31.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-02-01,32.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-03-01,33.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-04-01,34.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-05-01,35.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-06-01,36.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-07-01,38.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-08-01,39.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-09-01,41.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-10-01,43.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-11-01,44.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2001-12-01,46.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-01-01,48.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-02-01,49.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-03-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-04-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-05-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-06-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-07-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-08-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-09-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-10-01,55.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-11-01,56.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2002-12-01,56.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-01-01,57.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-02-01,58.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-03-01,59.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-04-01,60.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-05-01,61.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-06-01,62.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-07-01,62.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-08-01,63.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-09-01,62.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-10-01,62.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-11-01,61.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2003-12-01,61.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-01-01,60.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-02-01,59.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-03-01,59.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-04-01,59.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-05-01,58.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-06-01,57.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-07-01,57.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-08-01,56.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-09-01,55.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-10-01,55.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-11-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2004-12-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-01-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-02-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-03-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-04-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-05-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-06-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-07-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-08-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-09-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-10-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-11-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2005-12-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-01-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-02-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-03-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-04-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-05-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-06-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-07-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-08-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-09-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-10-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-11-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2006-12-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-01-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-02-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-03-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-04-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-05-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-06-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-07-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-08-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-09-01,50.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-10-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-11-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2007-12-01,51.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-01-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-02-01,52.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-03-01,53.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-04-01,54.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-05-01,56.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-06-01,58.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-07-01,60.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-08-01,62.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-09-01,65.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-10-01,68.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-11-01,71.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2008-12-01,75.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-01-01,79.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-02-01,82.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-03-01,85.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-04-01,87.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-05-01,89.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-06-01,91.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-07-01,93.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-08-01,95.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-09-01,96.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-10-01,97.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-11-01,98.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2009-12-01,99.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-01-01,99.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-02-01,99.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-03-01,99.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-04-01,98.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-05-01,96.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-06-01,95.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-07-01,94.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-08-01,94.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-09-01,93.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-10-01,93.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-11-01,92.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2010-12-01,91.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-01-01,90.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-02-01,88.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-03-01,87.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-04-01,86.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-05-01,85.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-06-01,85.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-07-01,84.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-08-01,84.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-09-01,83.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-10-01,82.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-11-01,81.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2011-12-01,79.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-01-01,78.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-02-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-03-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-04-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-05-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-06-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-07-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-08-01,76.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-09-01,75.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-10-01,75.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-11-01,75.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2012-12-01,74.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-01-01,74.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-02-01,72.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-03-01,71.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-04-01,72.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-05-01,74.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-06-01,78.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-07-01,79.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-08-01,79.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-09-01,77.0
"Brockton-Bridgewater-Easton, MA NECTA Div",2013-10-01,78.0
"Camden, NJ Met Div",2000-01-01,36.0
"Camden, NJ Met Div",2000-02-01,36.0
"Camden, NJ Met Div",2000-03-01,35.0
"Camden, NJ Met Div",2000-04-01,35.0
"Camden, NJ Met Div",2000-05-01,34.0
"Camden, NJ Met Div",2000-06-01,34.0
"Camden, NJ Met Div",2000-07-01,35.0
"Camden, NJ Met Div",2000-08-01,35.0
"Camden, NJ Met Div",2000-09-01,36.0
"Camden, NJ Met Div",2000-10-01,36.0
"Camden, NJ Met Div",2000-11-01,36.0
"Camden, NJ Met Div",2000-12-01,35.0
"Camden, NJ Met Div",2001-01-01,35.0
"Camden, NJ Met Div",2001-02-01,35.0
"Camden, NJ Met Div",2001-03-01,35.0
"Camden, NJ Met Div",2001-04-01,36.0
"Camden, NJ Met Div",2001-05-01,37.0
"Camden, NJ Met Div",2001-06-01,38.0
"Camden, NJ Met Div",2001-07-01,39.0
"Camden, NJ Met Div",2001-08-01,41.0
"Camden, NJ Met Div",2001-09-01,43.0
"Camden, NJ Met Div",2001-10-01,45.0
"Camden, NJ Met Div",2001-11-01,46.0
"Camden, NJ Met Div",2001-12-01,48.0
"Camden, NJ Met Div",2002-01-01,50.0
"Camden, NJ Met Div",2002-02-01,51.0
"Camden, NJ Met Div",2002-03-01,52.0
"Camden, NJ Met Div",2002-04-01,53.0
"Camden, NJ Met Div",2002-05-01,54.0
"Camden, NJ Met Div",2002-06-01,54.0
"Camden, NJ Met Div",2002-07-01,54.0
"Camden, NJ Met Div",2002-08-01,54.0
"Camden, NJ Met Div",2002-09-01,55.0
"Camden, NJ Met Div",2002-10-01,55.0
"Camden, NJ Met Div",2002-11-01,55.0
"Camden, NJ Met Div",2002-12-01,56.0
"Camden, NJ Met Div",2003-01-01,56.0
"Camden, NJ Met Div",2003-02-01,56.0
"Camden, NJ Met Div",2003-03-01,55.0
"Camden, NJ Met Div",2003-04-01,56.0
"Camden, NJ Met Div",2003-05-01,56.0
"Camden, NJ Met Div",2003-06-01,56.0
"Camden, NJ Met Div",2003-07-01,56.0
"Camden, NJ Met Div",2003-08-01,55.0
"Camden, NJ Met Div",2003-09-01,54.0
"Camden, NJ Met Div",2003-10-01,53.0
"Camden, NJ Met Div",2003-11-01,52.0
"Camden, NJ Met Div",2003-12-01,52.0
"Camden, NJ Met Div",2004-01-01,51.0
"Camden, NJ Met Div",2004-02-01,51.0
"Camden, NJ Met Div",2004-03-01,50.0
"Camden, NJ Met Div",2004-04-01,50.0
"Camden, NJ Met Div",2004-05-01,49.0
"Camden, NJ Met Div",2004-06-01,48.0
"Camden, NJ Met Div",2004-07-01,47.0
"Camden, NJ Met Div",2004-08-01,46.0
"Camden, NJ Met Div",2004-09-01,45.0
"Camden, NJ Met Div",2004-10-01,44.0
"Camden, NJ Met Div",2004-11-01,44.0
"Camden, NJ Met Div",2004-12-01,43.0
"Camden, NJ Met Div",2005-01-01,43.0
"Camden, NJ Met Div",2005-02-01,43.0
"Camden, NJ Met Div",2005-03-01,42.0
"Camden, NJ Met Div",2005-04-01,42.0
"Camden, NJ Met Div",2005-05-01,42.0
"Camden, NJ Met Div",2005-06-01,41.0
"Camden, NJ Met Div",2005-07-01,42.0
"Camden, NJ Met Div",2005-08-01,43.0
"Camden, NJ Met Div",2005-09-01,44.0
"Camden, NJ Met Div",2005-10-01,45.0
"Camden, NJ Met Div",2005-11-01,46.0
"Camden, NJ Met Div",2005-12-01,47.0
"Camden, NJ Met Div",2006-01-01,47.0
"Camden, NJ Met Div",2006-02-01,47.0
"Camden, NJ Met Div",2006-03-01,47.0
"Camden, NJ Met Div",2006-04-01,48.0
"Camden, NJ Met Div",2006-05-01,48.0
"Camden, NJ Met Div",2006-06-01,49.0
"Camden, NJ Met Div",2006-07-01,48.0
"Camden, NJ Met Div",2006-08-01,48.0
"Camden, NJ Met Div",2006-09-01,47.0
"Camden, NJ Met Div",2006-10-01,46.0
"Camden, NJ Met Div",2006-11-01,45.0
"Camden, NJ Met Div",2006-12-01,44.0
"Camden, NJ Met Div",2007-01-01,43.0
"Camden, NJ Met Div",2007-02-01,43.0
"Camden, NJ Met Div",2007-03-01,42.0
"Camden, NJ Met Div",2007-04-01,42.0
"Camden, NJ Met Div",2007-05-01,43.0
"Camden, NJ Met Div",2007-06-01,43.0
"Camden, NJ Met Div",2007-07-01,43.0
"Camden, NJ Met Div",2007-08-01,44.0
"Camden, NJ Met Div",2007-09-01,44.0
"Camden, NJ Met Div",2007-10-01,45.0
"Camden, NJ Met Div",2007-11-01,46.0
"Camden, NJ Met Div",2007-12-01,47.0
"Camden, NJ Met Div",2008-01-01,47.0
"Camden, NJ Met Div",2008-02-01,48.0
"Camden, NJ Met Div",2008-03-01,48.0
"Camden, NJ Met Div",2008-04-01,49.0
"Camden, NJ Met Div",2008-05-01,51.0
"Camden, NJ Met Div",2008-06-01,52.0
"Camden, NJ Met Div",2008-07-01,54.0
"Camden, NJ Met Div",2008-08-01,57.0
"Camden, NJ Met Div",2008-09-01,59.0
"Camden, NJ Met Div",2008-10-01,63.0
"Camden, NJ Met Div",2008-11-01,67.0
"Camden, NJ Met Div",2008-12-01,71.0
"Camden, NJ Met Div",2009-01-01,76.0
"Camden, NJ Met Div",2009-02-01,80.0
"Camden, NJ Met Div",2009-03-01,84.0
"Camden, NJ Met Div",2009-04-01,87.0
"Camden, NJ Met Div",2009-05-01,90.0
"Camden, NJ Met Div",2009-06-01,92.0
"Camden, NJ Met Div",2009-07-01,94.0
"Camden, NJ Met Div",2009-08-01,96.0
"Camden, NJ Met Div",2009-09-01,97.0
"Camden, NJ Met Div",2009-10-01,99.0
"Camden, NJ Met Div",2009-11-01,100.0
"Camden, NJ Met Div",2009-12-01,101.0
"Camden, NJ Met Div",2010-01-01,102.0
"Camden, NJ Met Div",2010-02-01,102.0
"Camden, NJ Met Div",2010-03-01,102.0
"Camden, NJ Met Div",2010-04-01,101.0
"Camden, NJ Met Div",2010-05-01,100.0
"Camden, NJ Met Div",2010-06-01,100.0
"Camden, NJ Met Div",2010-07-01,99.0
"Camden, NJ Met Div",2010-08-01,99.0
"Camden, NJ Met Div",2010-09-01,100.0
"Camden, NJ Met Div",2010-10-01,100.0
"Camden, NJ Met Div",2010-11-01,100.0
"Camden, NJ Met Div",2010-12-01,100.0
"Camden, NJ Met Div",2011-01-01,99.0
"Camden, NJ Met Div",2011-02-01,98.0
"Camden, NJ Met Div",2011-03-01,97.0
"Camden, NJ Met Div",2011-04-01,97.0
"Camden, NJ Met Div",2011-05-01,97.0
"Camden, NJ Met Div",2011-06-01,98.0
"Camden, NJ Met Div",2011-07-01,98.0
"Camden, NJ Met Div",2011-08-01,99.0
"Camden, NJ Met Div",2011-09-01,98.0
"Camden, NJ Met Div",2011-10-01,98.0
"Camden, NJ Met Div",2011-11-01,97.0
"Camden, NJ Met Div",2011-12-01,97.0
"Camden, NJ Met Div",2012-01-01,96.0
"Camden, NJ Met Div",2012-02-01,97.0
"Camden, NJ Met Div",2012-03-01,98.0
"Camden, NJ Met Div",2012-04-01,99.0
